Country,1.4.1_SP_ACS_BSRVH2O__ALLAREA__2019,1.4.1_SP_ACS_BSRVH2O__ALLAREA__Delta,1.4.1_SP_ACS_BSRVSAN__ALLAREA__2019,1.4.1_SP_ACS_BSRVSAN__ALLAREA__Delta,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRT_MALE__<1Y_2019,3.2.1_SH_DYN_IMRT_MALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_MALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_MALE__<1Y_Delta,3.2.1_SH_DYN_MORT_MALE__<5Y_2019,3.2.1_SH_DYN_MORT_MALE__<5Y_Delta,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORT_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORT_FEMALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORTN_MALE__<5Y_2019,3.2.1_SH_DYN_MORTN_MALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_Delta,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_Delta,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_Delta,3.3.2_SH_TBS_INCD____2019,3.3.2_SH_TBS_INCD____Delta,6.2.1_SH_SAN_DEFECT__ALLAREA__2019,6.2.1_SH_SAN_DEFECT__ALLAREA__Delta,6.6.1_EN_LKRV_PWAC____2019,6.6.1_EN_LKRV_PWAC____Delta,6.6.1_EN_LKRV_PWAN____2019,6.6.1_EN_LKRV_PWAN____Delta,6.6.1_EN_LKRV_PWAP____2019,6.6.1_EN_LKRV_PWAP____Delta,6.6.1_EN_LKRV_SWAC____2019,6.6.1_EN_LKRV_SWAC____Delta,6.6.1_EN_LKRV_SWAN____2019,6.6.1_EN_LKRV_SWAN____Delta,6.6.1_EN_LKRV_SWAP____2019,6.6.1_EN_LKRV_SWAP____Delta,6.6.1_EN_RSRV_MNWAN____2019,6.6.1_EN_RSRV_MNWAN____Delta,6.6.1_EN_RSRV_MNWAP____2019,6.6.1_EN_RSRV_MNWAP____Delta,6.6.1_EN_RSRV_MXWAN____2019,6.6.1_EN_RSRV_MXWAN____Delta,6.6.1_EN_RSRV_MXWAP____2019,6.6.1_EN_RSRV_MXWAP____Delta,7.1.1_EG_ACS_ELEC__ALLAREA__2019,7.1.1_EG_ACS_ELEC__ALLAREA__Delta,7.1.1_EG_ACS_ELEC__URBAN__2019,7.1.1_EG_ACS_ELEC__URBAN__Delta,7.2.1_EG_FEC_RNEW____2019,7.2.1_EG_FEC_RNEW____Delta,7.3.1_EG_EGY_PRIM____2019,7.3.1_EG_EGY_PRIM____Delta,8.1.1_NY_GDP_PCAP____2019,8.1.1_NY_GDP_PCAP____Delta,8.4.2_EN_MAT_DOMCMPC____2019,8.4.2_EN_MAT_DOMCMPC____Delta,8.4.2_EN_MAT_DOMCMPG____2019,8.4.2_EN_MAT_DOMCMPG____Delta,8.4.2_EN_MAT_DOMCMPT____2019,8.4.2_EN_MAT_DOMCMPT____Delta,9.2.1_NV_IND_MANF____2019,9.2.1_NV_IND_MANF____Delta,9.2.1_NV_IND_MANF_CD____2019,9.2.1_NV_IND_MANF_CD____Delta,9.2.1_NV_IND_MANFPC____2019,9.2.1_NV_IND_MANFPC____Delta,10.7.4_SM_POP_REFG_OR____2019,10.7.4_SM_POP_REFG_OR____Delta,10.a.1_TM_TRF_ZERO____2019,10.a.1_TM_TRF_ZERO____Delta,11.6.2_EN_ATM_PM25__URBAN__2019,11.6.2_EN_ATM_PM25__URBAN__Delta,11.6.2_EN_ATM_PM25__ALLAREA__2019,11.6.2_EN_ATM_PM25__ALLAREA__Delta,11.6.2_EN_ATM_PM25__TSUB__2019,11.6.2_EN_ATM_PM25__TSUB__Delta,11.6.2_EN_ATM_PM25__RURAL__2019,11.6.2_EN_ATM_PM25__RURAL__Delta,15.1.1_AG_LND_FRST____2019,15.1.1_AG_LND_FRST____Delta,15.1.1_AG_LND_FRSTN____2019,15.1.1_AG_LND_FRSTN____Delta,15.1.1_AG_LND_TOTL____2019,15.1.1_AG_LND_TOTL____Delta,15.1.2_ER_PTD_TERR____2019,15.1.2_ER_PTD_TERR____Delta,15.2.1_AG_LND_FRSTBIOPHA____2019,15.2.1_AG_LND_FRSTBIOPHA____Delta,15.2.1_AG_LND_FRSTCERT____2019,15.2.1_AG_LND_FRSTCERT____Delta,15.5.1_ER_RSK_LST____2019,15.5.1_ER_RSK_LST____Delta,15.6.1_ER_CBD_ORSPGRFA____2019,15.6.1_ER_CBD_ORSPGRFA____Delta,15.6.1_ER_CBD_PTYPGRFA____2019,15.6.1_ER_CBD_PTYPGRFA____Delta,15.6.1_ER_CBD_SMTA____2019,15.6.1_ER_CBD_SMTA____Delta,17.11.1_TX_EXP_GBMRCH____2019,17.11.1_TX_EXP_GBMRCH____Delta,17.11.1_TX_IMP_GBMRCH____2019,17.11.1_TX_IMP_GBMRCH____Delta,17.12.1_TM_TAX_DMFN____2019,17.12.1_TM_TAX_DMFN____Delta,17.12.1_TM_TAX_DPRF____2019,17.12.1_TM_TAX_DPRF____Delta,17.13.1_NY_GDP_MKTP_KD_ZG____2019,17.13.1_NY_GDP_MKTP_KD_ZG____Delta,17.13.1_PA_NUS_ATLS____2019,17.13.1_PA_NUS_ATLS____Delta,17.13.1_TG_VAL_TOTL_GD_ZS____2019,17.13.1_TG_VAL_TOTL_GD_ZS____Delta,17.3.1_GF_FRN_FDI____2019,17.3.1_GF_FRN_FDI____Delta,Required Imputes,Percent Imputed,Population Index,Population,Class Label
Switzerland,100,0,99.89987,0,3.2,-0.1,3.5,-0.1,3.8,0,302,-7,136,-3,166,-4,4.3,-0.1,4,-0.1,3.7,0,344,-8,190,-5,154,-3,2.8,0,240,-6,5.4,-1,0,0,0.11287,-0.02829,1290.11263,-0.36458,0.03265,-1.00E-05,49.81892,9.11239,42.52259,2.58634,0.00108,0.00007,96.7769,-0.09723,0.00245,0,105.3678,0.12937,0.00267,0.00001,100,0,100,0,24.76,0.56,1.68,0.02,0.49,-1.67,4.336648,0.029146,0.049052,9.00E-05,37189310.64,513372.5812,19.17,0.33,18.22,0.21,16952.16,374.11,0.0581,-0.00042,62.99427857,1.176907143,9.24744,-1.08233,8.96682,-1.04363,8.8098,-1.03158,7.7901,-0.88374,32.03,0.09,1265.67,3.44,3951.6,0,37.07802,0.1281,192.69,0.38,590.82,-15.42,0.97258,-1.00E-05,1,0,1,0,842,103,1.65104,0.06148,1.43674,0.02632,6.090152642,0.592087072,3.048349448,0.073929991,1.14198,-1.71847,0.99378,0.0159,82.03345,0.67975,-105806.7942,-22652.05092,4,0.031746032,101,8740472,0
Thailand,99.96483,0.42922,98.42052,0.2953,6.9,-0.3,7.7,-0.4,8.5,-0.4,5224,-394,2258,-171,2966,-223,9.9,-0.5,9,-0.4,8.1,-0.3,6162,-462,3492,-260,2670,-202,5.1,-0.3,3434,-255,150,-3,0.03732,-0.00336,1.85182,4.70774,2157.05866,99.70245,0.00422,0.00019,16.96334,0.52393,7672.74983,34.37003,0.01502,7.00E-05,1871.9039,33.36984,0.00366,6.00E-05,3039.52074,14.44876,0.00595,3.00E-05,99.9,0.1,99.9,0,23.95,0.25,4.52,0.02,1.89,-2,2.048327222,0.039280556,0.310082778,-0.000385556,142615978.5,3130952.863,25.76,-0.78,25.62,-1.09,1663.29,-18.14,0.24233,-0.0146,55.34706,2.601798571,25.48299,0.9341,24.63927,0.95674,24.12678,0.90827,23.85639,0.95748,38.97,-0.07,19909,-36,51089,0,68.03099,0,142.51,-0.02,75.78,18.9,0.77925,-0.00231,0,0,0,0,314,16,1.29518,0.00124,1.22177,-0.03058,6.636194286,0.38627,5.628574286,0.413308571,2.15166,-2.07121,31.0476,-1.2626,88.68697,-10.20863,4790.3721,-8400.49867,0,0,20,71697030,0
Togo,67.81213,1.09006,18.34951,0.58006,41,-1.2,45.6,-1.2,50,-1.3,12158,-185,5405,-89,6753,-96,71.7,-2.3,66.6,-2.2,61.4,-2,17619,-358,9611,-186,8008,-172,25,-0.5,6757,-60,37,-1,42.48581,-1.00592,3.07529,1.84907,9.67277,0.17352,0.00018,0.00001,158.72138,4.42409,85.08238,1.4549,0.00156,2.00E-05,47.72181,1.74681,0.00088,3.00E-05,136.99481,5.42701,0.00252,0.0001,52.5,2.5,91.6,8.5,76.2,-0.54,8.39,-0.09,2.42,0.15,0.575795,0.004318889,0.681024444,-0.013696667,4653779.761,145357.1735,12.59,-0.4,12.63,-0.62,106.18,-0.78,96.21246,-2.27893,84.79277667,-3.372549048,37.88263,-1.15518,35.65757,-1.17304,33.87421,-1.11248,33.6601,-1.21928,22.29,-0.05,1212.23,-2.96,5439,0,79.45377,0,121.01,0.15,0,0,0.85808,-3.00E-05,1,0,1,0,24,1,0.00555,2.00E-05,0.01081,0.00013,4.477234,0.058654,1.573302,0.000758,5.45992,0.48371,585.911,30.4645,43.57102,-1.36584,345.69697,529.08455,0,0,99,8848699,0
United Arab Emirates,100,0,99.09848,-0.00254,5.2,-0.1,5.8,-0.2,6.4,-0.2,527,-35,230,-15,297,-20,7.5,-0.2,6.8,-0.2,6.1,-0.2,624,-42,351,-24,273,-18,3.7,-0.1,332,-18,1,0,0,0,13.45125602,1.29959558,13351.30417,29.35105372,0.015754863,0.000137158,90.99487346,10.2055422,5019.632629,183.4579999,0.006774098,0.000188415,0.12155,0.04068,0,0,0.1702,0.04263,0,0,100,0,100,0,0.67,0.35,5.22,0.18,2.61,2.22,4.145256667,0.41575,0.104177778,0.010236667,40501329.64,4582573.403,9.22,-0.11,8.79,0.06,3953.49,54.4,1.67609,-0.16568,40.35774857,-7.215441429,39.03064,-1.39787,41.7495,-1.34672,39.15978,-1.43002,42.89308,-1.32013,4.47,0,317.3,0,7102,0,51.55007,0,74.43,0,0,0,0.85465,-0.00326,0,0,1,0,17,3,2.04808,0.06354,1.49164,0.25702,4.578498571,0.435198571,4.551304286,0.436411429,1.10835,-0.20556,3.6725,0,162.17504,14.03013,17874.6594,7489.3734,12,0.095238095,96,9441129,0
Turkiye,96.86896,0.14835,98.69299,0.5473,8,-0.6,8.6,-0.6,9.2,-0.6,11501,-1323,5201,-641,6300,-682,10.7,-0.7,10.1,-0.6,9.4,-0.6,13529,-1431,7394,-737,6135,-694,5.3,-0.3,6867,-752,16,0,0.17357,-0.01955,-0.28282,-0.50263,7262.51202,-36.6075,0.00944,-4.00E-05,21.72072,0.49851,2877.78484,11.78613,0.00374,2.00E-05,3178.50408,-16.9488,0.00413,-2.00E-05,3646.73085,-7.66288,0.00474,-1.00E-05,100,0,100,0,14.12,2.29,2.61,0.02,-0.03,-2.12,3.686503333,0.092684444,0.308335556,0.008958333,307563555.2,11648183.59,16.25,-0.54,18.29,-0.75,1939.69,-65.05,99.21816,16.42615,45.59670286,0.111701429,23.28436,-0.00576,23.25106,-0.03597,23.14065,-0.08308,23.21719,-0.06673,28.67,0.2,22064.36,156,76963,0,2.32686,0,48.11,0,3121.4,724.52,0.88186,-0.00034,0,0,1,0,2262,138,0.95103,0.04477,1.08775,-0.07858,5.527094286,0.010311429,3.430948571,0.448237143,0.78361,-2.19628,5.6738,0.8454,51.47503,-0.97657,9594,-2979,0,0,18,85341241,0
Uganda,54.32669,1.6236,20.40809,0.20414,29.6,-1.1,33.2,-1.2,36.6,-1.3,52732,-520,23235,-264,29497,-256,50.2,-2.3,45.6,-2.1,40.8,-1.9,71323,-1657,39821,-882,31502,-775,20,-0.5,32225,-75,200,0,5.09545,-0.43653,-2.47153,0.09987,7767.91045,7.95492,0.03874,4.00E-05,88.6429,5.53884,559.38432,16.42435,0.00279,8.00E-05,28431.33548,4.46412,0.14179,2.00E-05,28475.69558,5.4735,0.14201,3.00E-05,41.3,-0.6,70.8,-1.2,91.62,0.15,11.29,-0.23,4.18,2.17,0.537543333,-0.008668333,0.770076111,-0.035476667,23796839.77,457730.6275,17.24,0.05,15.48,-0.24,144.73,6.22,16.70971,0.0491,74.02665571,-14.29198262,32.28855,-0.36728,31.31261,-0.41655,30.0405,-0.46204,29.45326,-0.51376,11.86,-0.21,2379.15,-41.26,20052,0,72.24423,0,96,0,42.78,1.46,0.75492,-0.00371,0,0,1,0,369,32,0.01874,0.00295,0.0398,0.00585,6.300866,0.004648,1.426732,0.000156,6.43875,0.13483,3736.3038,77.1583,31.85014,2.03876,1273.60188,218.24853,0,0,30,47249585,1
Ukraine,93.51158,0.03525,97.7416,0.00531,6.5,-0.2,7.3,-0.1,8,-0.2,2683,-302,1165,-132,1518,-170,9.3,-0.2,8.5,-0.2,7.7,-0.1,3234,-343,1821,-193,1413,-150,5,-0.1,1765,-202,77,-3,0,0,-4.05002,0.00969,4002.41111,0.40408,0.00691,0,8.94859,5.08324,2039.77644,95.17033,0.00352,0.00016,3788.73942,-1.24116,0.00654,0,4015.58986,4.59122,0.00693,1.00E-05,100,0,100,0,7.44,0.52,6.95,-0.56,3.75,-0.23,2.118278333,0.011593889,0.913623333,-0.029763333,93190766.64,-21962.49991,11.75,-0.27,10.79,-0.74,270.91,3.74,135.54535,-74.35569,54.83203429,-11.81183429,14.51276,-0.7735,13.50727,-0.732,13.12368,-0.72231,12.1491,-0.68122,16.71,0.01,9684,6,57940,0,59.7676,0,139,1,4351.21,258.53,0.93577,0.00018,0,0,0,0,310,7,0.26324,0.0211,0.31441,0.02586,4.611064286,0.242977143,2.794802857,0.191078571,3.1995,-0.28886,25.8456,-1.3549,72.03786,-7.81787,6017,1285,0,0,41,39701739,1
North Macedonia,97.72562,0.05595,97.87917,0.54949,5.6,-1.1,6,-1.1,6.3,-1.2,125,-31,57,-13,68,-18,7.2,-1.4,6.8,-1.3,6.4,-1.2,144,-34,79,-19,65,-15,4.5,-1,92,-28,12,-1,0.14611,-0.0181,0.54986,0.04916,457.35129,0.22363,0.01813,0,46.12239,3.90969,16.47868,0.44091,0.00065,1.00E-05,47.98893,0.59089,0.0019,2.00E-05,54.75981,0.22386,0.00217,0.00001,100,0.2,100,0.2,17.05,-3.82,3.39,0.16,3.88,1.07,2.156131111,0.072700556,0.403635556,-0.000142222,4492209.154,152513.3151,11.54,-0.15,13.39,0.04,610.39,15.2,84.31767,2.98685,76.05883833,7.449111667,28.67453,-5.45154,25.16804,-4.88828,23.78762,-4.74669,23.16921,-4.57033,39.71,0,1001.49,0,2522,0,24.39829,0,71.64,0,0,0,0.96929,0,0,0,0,0,3,0,0.03781,0.00246,0.04898,0.00332,6.336311667,-0.479106667,3.914798333,-0.47354,3.91042,1.02982,54.9472,2.8401,132.15574,6.31082,446.40215,-278.80052,0,0,150,2093599,1
Egypt,98.76142,0.00555,97.20056,0.31956,16.1,-0.5,17.3,-0.6,18.5,-0.6,43524,-2206,19669,-1042,23855,-1164,21.6,-0.7,20.3,-0.7,18.9,-0.8,51294,-2642,27940,-1384,23354,-1258,10.7,-0.4,26708,-1645,12,0,0.02481,-0.01798,-40.36887,-0.73044,1543.30928,-18.9044,0.00155,-2.00E-05,13.95877,2.80269,1630.55058,40.1017,0.00164,4.00E-05,4148.86722,101.01185,0.00417,0.0001,4952.14265,117.15912,0.00497,0.00011,100,0,100,0,6.23,1.2,3.26,-0.18,3.68,0.35,1.49812,0.008032222,0.391657222,-0.011503333,150393417.1,3733592.046,15.3,-0.41,15.91,-0.28,556.33,5.29,25.72675,1.99759,69.22191,3.866814286,64.10324,0.98112,63.15743,0.95998,59.2696,1.05559,46.73214,0.5628,0.05,0,44.98,0,99545,0,39.61355,0,120,0,0,0,0.91327,-0.00279,1,0,1,0,1283,38,0.15248,0.01118,0.36674,0.00345,4.434634286,0.109308571,2.431937143,0.013058571,5.55768,0.24356,17.56,-0.21,32.96546,-6.92994,9010,868.7,0,0,14,110990103,1
United Kingdom of Great Britain and Northern Ireland,100,0,99.10806,-0.00112,3.4,0,3.8,0,4.1,0,2704,-113,1189,-52,1515,-61,4.7,-0.1,4.3,-0.1,3.9,-0.1,3136,-127,1753,-69,1383,-58,2.8,0,2017,-53,8.1,0,0,0,9.25257,-0.38288,1833.03509,-6.42383,0.00758,-2.00E-05,107.68171,15.98185,367.50308,28.28066,0.00152,0.00012,337.21473,-1.71165,0.00139,-0.00001,371.43718,-0.04063,0.00154,0,100,0,100,0,11.39,1.3,2.22,-0.11,1.08,-0.06,1.75524,-0.042825,0.038088889,-0.001193889,118531634.1,-2193454.754,9.05,-0.04,8.71,-0.12,4301.07,28.04,0.10216,-0.02287,52.80349429,-1.867297143,9.71026,-0.57037,9.51575,-0.55072,8.82901,-0.46876,7.81825,-0.37952,13.15,0.03,3182,9,24193,0,81.41049,0.01605,114,1,1632.82,28.94,0.96194,6.00E-05,1,0,1,0,1501,219,2.41937,-0.0689,3.60029,0.2073,3.757042857,0.020862857,2.590764286,-0.693975714,1.60431,-0.10071,0.78345,0.03387,40.46939,0.20435,45454.3714,-42383.10585,0,0,21,67508936,0
United Republic of Tanzania,56.56585,1.41642,29.09939,1.15462,32.7,-0.9,35.9,-0.9,39,-1,78640,-432,35329,-253,43311,-179,54.1,-1.4,50.4,-1.5,46.7,-1.4,108822,-699,59206,-267,49616,-432,20.8,-0.5,46296,-26,237,-16,7.05493,-0.24737,-3.26569,0.28879,20489.43847,61.16905,0.02313,7.00E-05,34.53784,9.04087,4247.99385,285.46267,0.0048,0.00033,34789.37558,31.23237,0.03927,3.00E-05,34971.79602,51.60441,0.03948,6.00E-05,37.7,2.8,73.2,5.3,83.54,-1.75,6.64,0.12,3.81,0.21,0.639989444,0.002027778,0.585536667,-0.020673333,37122824.64,1197010.588,8.27,-0.07,8.44,0.43,87.6,2.55,1.14361,-0.08236,76.93712,1.054478571,16.11553,-0.04679,15.36389,-0.04731,16.26772,-0.02314,14.46877,-0.05616,52.17,-0.53,46214,-469,88580,0,62.63238,5.42323,48.58,0,216.32,-5.43,0.6988,-0.00391,0,0,1,0,439,43,0.02632,0.00565,0.04888,0.00286,5.46307,0.42026,0.836263333,0.04286,5.8,0.35503,2288.2067,24.425,23.64694,0.55896,1217.23525,245.65838,0,0,22,65497748,1
United States of America,99.74463,0.07704,99.68444,-0.01869,5,0,5.5,-0.1,6,-0.1,20840,-595,9204,-234,11636,-361,7,-0.2,6.4,-0.1,5.8,-0.1,24454,-697,13686,-431,10768,-266,3.5,-0.2,13256,-711,2.9,-0.1,0,0,0.6914,0.01327,252291.6332,33.253,0.02758,0,15.45478,4.67303,67358.742,2726.34774,0.00736,0.00029,48007.75959,343.75565,0.00525,4.00E-05,52846.14936,414.67683,0.00578,5.00E-05,100,0,100,0,10.42,0.3,4.52,-0.11,1.63,-0.59,3.932935,-0.080354444,0.064792222,-0.002348333,1294191335,-18540685.54,11.66,-0.07,11.08,-0.29,6949.16,66.02,0.08852,-0.01106,45.48887714,-0.71893,7.41177,-1.01861,7.17987,-0.95426,7.10274,-0.86536,6.42415,-0.74674,33.87,0,309795,0,914742,0,44.56944,0.00089,94.67,0,38084.77,-646.71,0.83273,-0.00091,1,0,1,0,2416,148,8.6417,0.12999,13.27698,0.08638,4.793328571,0.098887143,4.793328571,0.098887143,2.29444,-0.65094,1,0,19.69324,-1.14244,225108,21874,0,0,3,338289857,0
Burkina Faso,49.00285,-0.46831,22.82407,0.5145,49.2,-1.3,54.2,-1.4,59,-1.4,41121,-538,18287,-256,22834,-282,93.1,-3.1,88.2,-3.1,83.2,-3.1,66533,-1715,35809,-868,30724,-847,26.3,-0.5,20200,-171,47,-1,38.63671,-1.7343,91.01765,3.80964,100.15068,1.9974,0.00037,1.00E-05,91.89659,9.51367,478.08972,23.70229,0.00175,0.00009,289.11265,1.6477,0.00106,0.00001,680.26353,31.00002,0.00249,0.00012,17.6,3.2,64.6,2.3,67.2,-1.93,4.5,-0.1,2.87,-0.82,0.808899444,0.001630556,1.095158889,-0.027682222,16437990.1,493255.755,10.05,-0.15,10.02,-0.51,71.88,0.9,55.23068,-0.11474,86.93766333,-2.26514,46.03739,-0.93916,40.74491,-1.02197,38.46883,-1.07997,37.99797,-1.09949,22.9,-0.19,6266.4,-50,27360,0,78.79952,0,48.45,-0.66,0,0,0.98665,-3.00E-05,0,0,1,0,85,18,0.01703,0.00039,0.02215,0.00045,4.08028,0.035896667,0.520081667,-1.17E-05,5.68812,-0.91645,585.911,30.4645,46.50096,-1.04447,162.96954,-105.44537,0,0,59,22673762,1
Uruguay,99.48724,0.00864,97.7678,0.28744,5.2,-0.4,5.8,-0.5,6.5,-0.5,224,-37,97,-16,127,-21,7.5,-0.6,6.8,-0.5,6.1,-0.5,268,-42,152,-24,116,-18,4,-0.1,148,-16,35,1,0.27654,-0.07277,12.08456,-1.43302,903.45374,-11.55081,0.00516,-7.00E-05,-3.002,-0.36248,1474.46074,-5.5101,0.00842,-4.00E-05,1429.10872,-11.10636,0.00817,-6.00E-05,1572.30811,-0.60246,0.00898,-1.00E-05,99.9,0.1,99.9,0.1,59.34,-1.49,2.75,-0.04,0.31,-0.03,3.050706667,-0.344367222,0.186570556,-0.020773889,10560725.72,-1149870.058,10.69,-0.45,10.44,-0.4,1879.98,-72.79,0.43754,0.23337,57.28041167,-9.173679762,8.50698,-0.34367,8.47571,-0.34206,8.59914,-0.34169,8.23782,-0.33157,11.48,0.12,2010,21,17502,0,23.29652,1.8319,98,-1,1106.01,-91.34,0.85527,-0.00059,1,0,1,0,200,6,0.04039,0.00204,0.04264,-0.00223,14.77317167,0.25913,14.75007833,0.260118333,0.35045,-0.12746,35.2554,4.5301,26.00964,0.60316,1965.20772,2032.63599,0,0,135,3422794,0
Algeria,94.23914,0.20173,86.1385,-0.16459,18.5,-0.4,20.1,-0.5,21.7,-0.5,20101,-696,9024,-326,11077,-370,25.1,-0.6,23.5,-0.5,21.7,-0.5,23456,-735,12847,-387,10609,-348,16.1,0.2,16028,-9,61,-8,0.18574,-0.23006,68.29409,-6.51153,110.95426,-4.29297,0.00005,0,61.92102,-2.73084,2206.94263,-37.22064,0.00093,-1.00E-05,250.0343,-7.52643,0.0001,-0.00001,327.24326,-3.13847,0.00014,0,99.5,-0.1,99.8,-0.1,0.16,-0.03,5.32,0.12,-0.84,-0.13,1.4977,-0.010761667,0.364287222,0.001529444,64480531.9,780586.7258,4.82,0.14,4.39,0.14,200.02,4.07,10.47441,0.59584,46.75579,-17.73532143,22.85498,0.01586,22.68313,-0.04448,21.73509,0.01044,22.37822,-0.15154,0.81,0,1939,9,238174.1,0,43.5041,1.13318,29.37,0.19,0,0,0.90951,-0.00015,0,0,1,0,575,14,0.1884,-0.0254,0.21685,-0.01692,4.424815714,-0.066677143,3.070298571,-0.065831429,1,-0.2,119.3536,2.7598,45.26936,-5.11458,1381.81231,-92.77676,0,0,34,44903225,1
Azerbaijan,95.66775,0.76477,96.12903,0.00251,16.4,-0.9,18.2,-1,19.9,-1.1,2634,-149,1106,-63,1528,-86,22.3,-1.3,20.4,-1.1,18.4,-1.1,3001,-200,1736,-118,1265,-82,10.4,-0.7,1532,-52,60,-3,0.08571,-0.00068,15.29999,2.34244,76877.34677,1561.84455,0.93011,0.0189,24.88806,-5.21381,853.47939,-35.63098,0.01033,-0.00043,569.68497,-1.02287,0.00689,-1.00E-05,658.46246,4.4794,0.00797,6.00E-05,100,0,100,0,1.62,-0.31,4.61,0.29,1.68,1.02,1.415554444,0.022770556,0.270701667,-0.000123333,14485016.69,344742.2002,5.68,0.41,5,0.38,296.94,25.83,113.03671,2.81665,62.20356429,-3.93305,26.18158,-2.55114,24.64286,-2.31838,24.24792,-2.23571,23.43242,-2.13041,13.55,0.14,1120.24,11.53,8265.4,0,36.61487,0,126.1858757,0.199265537,0,0,0.91137,5.00E-05,0,0,0,0,378,14,0.10327,-0.00066,0.07068,0.01283,3.448991429,0.011817143,2.902087143,0.011307143,2.5,1,1.7,0,69.13031,1.66902,1503.9,100.9,2,0.015873016,90,10358074,1
Bangladesh,97.82514,0.12473,54.91024,1.53598,23.5,-1.3,25.3,-1.4,27.1,-1.4,76510,-3422,34603,-1573,41907,-1849,32.6,-1.8,30.4,-1.8,28.2,-1.7,91820,-4782,50363,-2523,41457,-2259,18,-1.3,54817,-3469,221,0,0.01394,-0.4817,-15.89106,2.11037,1481.92349,37.18289,0.01138,0.00028,0.73319,0.39822,17080.04051,67.52067,0.13121,0.00052,217.75664,1.53292,0.00167,0.00001,443.46175,10.68216,0.00341,9.00E-05,92.2,5.3,97.8,1.2,26.37,0.58,2.07,-0.09,6.69,0.61,0.405632778,0.006277222,0.253693333,-0.013669444,66136893.25,1690249.21,22.52,0.89,21.21,0.41,418.97,41.83,13.6774,0.90789,50.89640833,-8.63269881,46.84535,-4.76571,45.98906,-4.67528,42.47021,-4.32781,37.9752,-3.8541,14.47,0,1883.4,0,13017,0,41.47146,0,62.82,0,0,0,0.75069,-0.00486,1,0,1,0,827,45,0.20688,0.0061,0.30559,0.00035,8.602544,0.216564,4.072324,0.086,7.88192,0.56251,84.0292,1.9066,28.02398,-3.0132,2873.95,-739.35,0,0,8,171186373,1
Bhutan,98.87231,0.10731,75.40367,1.31022,21.7,-0.7,23.9,-0.8,26,-0.9,242,-26,107,-11,135,-15,31.1,-1.1,28.5,-1.1,25.9,-1,298,-31,166,-17,132,-14,15.9,-0.6,158,-16,164,17,0.11449,-0.40443,11.92543,-1.06487,77.14901,-0.734,0.00202,-2.00E-05,58.51369,10.17203,55.01365,3.5303,0.00144,0.00009,0.09821,0.00463,0,0,0.1169,0.00288,0,0,100,0,100,0,82.85,0.24,8.2,-0.17,5.02,2.77,4.449450556,0.181874444,1.400285,0.022012778,3395348.661,175906.7646,7.44,-0.43,7.11,-0.32,239.58,-1.7,880.35806,-39.31438,83.376278,5.718611333,16.91202,-1.60634,26.09506,-2.63462,21.44926733,-0.893694599,26.43655,-2.67078,71.4,0.05,2723.1,1.98,3814,0,46.97351,0,269.32,0,0,0,0.79922,-0.00022,1,0,1,0,68,4,0.00355,0.00045,0.00508,-0.00021,7.515926,-0.010118,2.18791,-5.00E-05,5.75517,2.70004,70.4203,2.0308,65.26908,-2.32758,3.47666,-3.29125,2,0.015873016,166,782455,0
